gpa,attendance,study_hours,math_score,science_score,english_score,assignment_score,sleep_hours,parental_education,extracurricular,result
1.51,71.08,3.93,89.79,56.49,79.66,43.28,4.82,3,1,1
2.28,56.72,2.87,85.72,63.63,98.92,89.52,8.45,1,1,1
1.37,52.68,9.59,36.88,83.42,48.06,83.55,8.04,2,0,1
3.15,64.9,7.96,98.39,49.18,62.44,99.57,5.64,2,0,1
1.78,46.8,7.32,31.03,67.62,55.29,48.54,8.48,1,1,0
2.05,69.43,1.0,71.78,53.46,57.33,95.87,7.03,1,1,0
2.3,80.94,1.81,85.48,84.95,80.5,50.78,6.09,0,1,0
2.37,72.39,6.88,53.23,74.77,56.49,78.63,8.72,1,0,1
1.2,41.05,2.59,71.9,30.6,95.88,91.21,7.7,1,0,0
1.51,89.89,2.76,55.35,76.2,85.28,37.81,7.04,1,0,0
3.62,46.37,8.29,34.24,41.91,31.94,40.42,8.64,1,0,0
1.2,84.71,3.36,30.59,80.71,87.3,68.57,7.27,2,0,1
2.62,58.44,1.22,36.64,69.71,84.1,88.29,9.63,3,1,1
2.57,85.88,0.86,36.89,58.1,66.15,30.92,8.91,3,1,1
2.13,48.41,4.93,72.76,78.58,64.78,88.82,6.15,3,1,1
2.41,47.13,6.67,66.81,89.96,88.49,50.73,6.79,2,0,0
3.39,67.31,9.19,61.88,84.51,59.73,55.47,9.74,1,1,1
3.56,37.14,1.61,78.43,68.18,41.16,50.49,9.37,2,0,1
1.93,49.64,2.47,31.18,80.59,51.9,93.36,5.15,0,1,0
2.1,82.06,5.8,48.97,58.97,48.56,34.81,5.65,3,1,1
1.88,89.43,4.14,84.42,85.23,77.67,68.07,6.19,2,1,1
2.54,40.25,5.33,93.7,88.03,42.52,36.11,9.28,0,1,0
3.11,92.34,9.74,60.68,39.61,75.13,94.64,9.56,1,0,1
1.84,86.84,5.95,35.7,46.66,62.62,84.84,8.81,1,1,1
2.13,91.53,4.65,85.91,48.9,88.78,42.54,5.65,1,1,1
3.81,80.4,10.39,91.96,41.63,63.95,47.33,9.32,0,1,1
1.34,78.82,1.15,58.96,57.48,95.09,53.61,4.2,0,0,0
2.49,69.13,9.82,47.03,43.51,93.03,55.41,6.54,1,0,1
3.19,77.43,5.52,33.08,71.69,42.97,86.3,6.27,1,1,1
1.62,94.74,5.54,71.38,37.11,78.03,67.34,7.21,3,1,1
1.33,41.53,9.72,93.69,48.89,45.02,57.1,7.36,1,0,0
1.59,55.52,5.57,77.45,76.59,87.63,78.96,5.35,1,0,0
3.77,39.71,4.88,52.21,57.9,74.5,59.34,5.23,3,1,1
1.23,96.41,3.22,75.0,59.5,50.59,34.62,8.82,3,1,1
1.73,63.94,7.09,88.24,85.85,47.44,33.06,4.46,0,0,0
1.29,78.9,6.2,63.31,98.92,60.07,49.45,6.96,0,1,1
1.51,89.67,2.64,87.38,69.55,86.05,70.22,5.15,0,1,0
2.94,99.42,7.59,57.43,35.53,85.73,35.11,5.92,1,0,1
1.88,45.52,6.94,54.4,37.2,32.34,66.26,5.66,2,0,1
2.79,86.97,4.47,70.81,97.8,51.16,45.22,8.25,1,0,1
2.85,92.68,0.54,62.53,77.55,59.6,77.16,6.74,0,0,0
3.58,38.18,4.97,98.4,82.67,70.99,27.12,5.8,0,1,1
1.21,84.02,0.56,66.15,77.3,40.47,60.18,8.99,2,0,1
3.59,58.06,1.25,56.96,42.57,53.47,28.92,4.51,1,1,1
2.93,77.16,4.81,57.65,61.39,91.99,49.79,8.6,0,0,1
1.66,68.41,1.32,68.36,85.87,63.36,26.17,5.49,2,1,1
3.36,51.88,3.26,54.84,90.65,82.09,60.18,9.51,2,1,1
3.6,43.79,7.05,80.6,46.61,63.93,82.53,4.03,1,1,1
1.91,42.6,3.59,56.65,71.72,62.55,32.52,7.34,3,0,0
3.77,41.72,10.48,56.89,41.0,73.53,80.14,7.73,3,1,1
2.47,76.46,9.66,73.19,97.08,48.16,68.81,7.46,0,0,1
2.89,57.84,6.35,34.26,47.65,47.49,62.85,8.89,3,0,0
3.96,49.08,10.17,75.87,80.86,99.25,69.96,4.67,0,1,1
2.21,79.97,9.18,65.35,46.18,90.83,50.19,6.49,1,1,1
3.48,79.65,3.69,61.71,73.12,81.64,78.28,9.18,3,1,1
2.09,70.05,8.0,80.35,76.15,39.6,83.47,9.33,3,0,1
3.44,95.77,1.87,83.08,52.99,32.12,83.37,6.99,0,0,1
2.88,60.05,7.35,89.24,87.32,42.28,45.21,7.35,0,1,1
1.81,89.33,5.41,56.24,91.98,95.64,74.04,8.58,0,1,1
2.36,39.88,0.67,52.89,89.85,87.14,36.11,8.68,1,1,1
2.09,83.09,3.24,80.0,53.16,66.62,62.16,9.33,1,1,1
1.42,99.25,10.05,70.73,82.1,97.81,25.2,9.06,1,0,1
1.28,90.03,3.66,74.23,69.16,40.26,39.52,6.49,1,0,1
2.17,72.68,2.31,68.89,71.48,69.14,72.38,7.9,2,1,1
1.25,75.74,2.38,84.09,63.42,42.83,90.58,6.9,3,1,1
1.66,57.96,5.29,43.3,72.02,51.45,28.68,4.71,2,1,0
3.23,79.17,8.93,68.9,39.5,95.81,66.89,8.93,1,0,1
3.18,85.08,8.08,41.07,58.62,90.78,72.76,7.61,2,0,1
3.27,99.88,4.87,58.51,42.44,37.13,94.93,4.35,2,0,1
2.09,67.01,2.59,76.48,49.61,47.47,74.14,8.06,3,1,1
3.69,38.98,0.96,64.52,38.95,71.62,32.73,5.7,3,0,1
2.86,73.73,5.13,56.57,44.87,34.29,36.01,4.42,1,1,0
1.55,42.74,8.65,91.95,84.74,68.51,72.68,7.64,3,0,0
1.6,50.91,7.8,84.1,68.49,70.91,41.17,8.39,3,0,0
3.14,56.37,4.59,66.84,31.66,50.37,94.62,7.1,0,1,0
1.68,82.52,6.45,96.5,85.2,50.52,94.05,4.03,2,0,1
2.62,46.95,4.86,59.71,93.66,46.04,96.15,7.46,0,0,1
3.98,45.77,6.29,85.17,91.63,95.5,46.97,4.04,1,0,1
1.21,37.92,5.68,41.76,87.61,57.22,78.77,9.56,0,0,1
1.25,91.76,7.31,50.01,99.46,70.97,74.73,5.6,1,1,1
3.98,80.08,5.58,53.67,71.05,51.11,27.67,9.23,2,0,1
2.84,37.6,9.91,37.41,97.38,79.19,44.92,4.07,1,0,1
1.56,36.84,4.78,65.13,96.42,37.1,40.51,4.58,0,1,0
3.71,71.31,0.66,43.46,51.93,35.01,52.81,6.71,1,0,1
3.67,53.36,2.86,74.39,90.44,82.1,96.48,8.55,2,1,1
2.7,73.79,5.51,43.31,85.47,80.87,88.42,9.66,3,1,1
2.94,63.25,5.91,38.65,84.31,48.55,47.01,7.13,0,1,1
1.96,95.02,6.02,97.84,92.74,54.85,64.75,6.13,1,1,1
1.34,53.71,7.65,76.08,56.89,97.01,39.42,4.27,0,1,0
2.86,79.14,3.25,95.55,58.0,37.3,45.81,7.5,0,1,1
2.03,38.51,7.15,64.29,74.8,42.82,29.88,6.28,0,0,0
3.06,97.13,7.54,32.34,81.65,60.1,73.2,9.45,3,1,1
3.54,98.75,4.61,70.21,91.58,49.75,74.27,6.88,3,1,1
1.25,83.04,4.52,69.08,91.31,75.43,87.89,8.59,2,0,1
2.87,65.24,2.29,31.05,80.49,78.34,90.37,9.09,1,1,1
1.85,49.3,4.64,90.29,96.98,66.85,37.0,4.59,3,0,1
3.65,87.81,8.37,73.4,42.5,72.78,80.73,6.65,1,1,1
1.91,82.86,9.59,82.13,96.52,60.34,35.1,9.36,2,1,1
2.91,49.43,6.44,64.57,34.49,83.23,53.03,6.55,2,0,1
2.75,64.33,3.49,73.29,68.89,32.95,63.67,7.39,2,0,0
2.31,65.08,7.32,48.02,36.31,51.9,28.71,9.24,1,0,0
3.1,88.72,7.9,98.16,69.76,77.91,36.76,5.4,1,0,1
3.23,79.45,3.82,58.05,57.31,53.08,45.33,9.37,1,0,1
2.79,76.81,8.77,41.36,35.71,35.5,34.57,6.38,2,1,1
3.32,77.24,1.24,33.91,75.37,54.15,95.06,7.56,2,0,1
3.95,52.58,0.61,74.53,81.18,79.8,46.62,5.97,1,0,1
2.37,59.16,1.73,98.84,42.19,38.54,62.59,7.16,2,1,1
2.64,37.97,2.06,92.71,78.61,80.72,99.74,4.3,0,1,1
1.23,86.15,9.29,79.15,42.53,84.28,67.5,4.39,1,0,1
3.43,63.14,4.75,99.34,39.62,74.47,55.86,6.49,3,1,1
2.66,63.49,3.25,80.6,40.32,47.1,94.73,6.01,2,0,1
2.34,50.95,4.79,53.75,71.94,86.37,41.69,7.69,2,1,0
1.46,48.61,4.45,72.09,84.52,45.01,38.46,4.23,3,1,0
3.69,73.21,3.51,35.58,71.78,93.41,65.15,5.01,2,0,1
2.31,50.12,1.88,45.52,86.65,79.47,57.05,5.26,2,1,0
3.11,39.17,7.06,59.23,71.4,33.83,84.77,6.64,1,0,1
1.62,84.89,1.87,44.13,85.81,85.95,28.15,5.48,3,0,1
3.89,59.47,8.25,96.75,98.36,65.45,71.33,4.83,2,1,1
1.7,59.72,2.52,99.69,57.37,61.69,78.3,7.59,2,0,1
1.76,63.04,7.81,55.97,40.5,59.44,97.89,8.46,0,1,1
3.61,87.98,8.56,79.65,39.48,72.46,35.93,8.11,3,0,1
3.76,55.85,1.75,58.54,71.82,80.72,43.47,5.66,1,0,1
1.79,84.27,1.37,39.77,68.3,92.72,94.93,9.13,1,0,1
2.52,96.07,10.0,53.58,42.9,49.11,72.3,7.67,0,0,1
3.25,77.96,5.13,46.34,91.75,74.15,27.85,7.69,0,0,1
3.66,63.06,6.8,52.97,96.97,78.04,30.8,5.28,0,1,1
2.26,83.61,0.73,45.05,47.73,77.24,83.91,5.45,0,1,1
2.65,64.76,3.29,37.86,44.48,64.51,67.56,6.85,0,0,0
3.28,61.94,5.55,45.22,44.97,57.37,67.41,5.43,1,0,0
3.25,69.14,9.36,93.4,57.12,83.37,90.99,8.13,3,0,1
3.39,55.65,3.21,35.97,89.73,51.0,43.08,5.85,3,1,1
2.8,41.78,8.25,52.73,71.72,44.56,37.03,4.91,0,0,1
1.49,61.97,7.12,66.99,34.73,68.21,71.04,4.91,1,1,1
3.73,43.05,1.65,54.82,63.11,48.73,91.18,4.76,3,0,1
3.62,61.68,3.43,66.23,36.32,32.33,44.89,6.64,2,1,1
3.43,71.2,2.88,33.04,58.43,33.61,76.1,4.02,3,0,1
1.48,95.5,4.93,75.4,58.25,78.65,36.43,7.25,1,1,1
1.77,37.35,6.85,69.44,75.38,98.12,37.89,5.79,0,0,0
3.28,75.39,4.83,77.67,68.46,61.83,92.61,7.31,0,1,1
1.26,64.75,2.95,69.71,91.23,40.29,33.85,9.61,2,1,0
3.94,36.32,7.46,60.65,31.14,87.27,26.83,9.21,0,0,0
2.26,51.22,6.34,54.51,84.18,48.3,83.12,7.46,1,0,1
3.21,42.7,5.69,45.85,31.59,99.69,52.19,6.51,1,0,0
3.69,49.09,6.04,65.0,51.3,69.43,54.75,8.19,3,0,1
2.3,52.85,2.72,31.82,91.58,46.28,84.99,9.54,3,0,0
2.09,61.08,7.3,52.98,78.33,64.72,38.5,6.94,1,0,1
2.9,69.39,4.38,77.45,42.04,53.48,73.77,4.6,2,0,1
2.83,35.06,4.13,37.61,64.35,84.56,48.51,8.6,1,1,0
2.35,45.52,2.0,34.4,80.53,37.41,32.82,4.06,3,1,1
2.88,41.08,6.47,75.65,95.61,89.99,76.56,8.59,1,0,1
3.82,70.73,6.53,57.84,74.4,83.71,48.9,4.51,2,1,1
2.51,56.39,3.9,86.13,31.73,90.3,90.0,4.64,3,0,1
1.75,70.65,9.1,95.61,64.98,92.65,93.93,8.69,0,1,1
2.26,49.42,8.95,96.99,40.71,46.08,88.68,8.14,0,1,1
2.3,36.57,1.59,59.79,33.34,66.47,49.18,7.37,1,1,0
1.57,96.19,7.45,48.5,71.9,89.49,42.74,8.92,3,1,1
1.66,42.04,4.44,72.6,84.38,56.42,91.96,9.11,2,1,1
3.12,43.25,10.5,73.97,32.52,34.23,58.97,6.75,0,1,1
2.15,44.53,2.75,73.56,84.85,50.41,78.08,9.98,1,1,1
3.87,98.78,3.31,52.52,79.45,46.93,87.04,6.15,2,0,1
1.88,75.15,4.92,34.46,82.64,90.9,45.83,5.03,3,0,0
1.48,74.67,3.19,44.7,47.13,62.47,33.93,9.08,1,0,1
3.31,99.14,7.42,40.81,57.55,77.85,71.86,6.49,0,0,1
3.67,40.75,5.31,38.67,38.38,97.35,69.26,9.25,0,0,1
1.98,98.34,2.71,94.84,46.72,50.94,45.27,4.37,0,0,1
1.77,48.26,5.56,30.97,51.2,83.28,68.85,4.67,0,1,0
1.72,75.5,9.39,72.13,52.36,31.59,84.28,4.24,1,0,0
2.66,62.31,8.42,96.32,42.25,37.29,51.25,7.61,1,0,1
2.51,59.96,5.49,55.2,43.21,41.33,43.17,8.99,1,1,1
1.93,95.53,3.38,66.9,93.1,51.87,79.38,6.42,3,0,1
1.33,44.7,2.3,78.7,84.87,58.21,83.94,4.54,1,0,0
2.55,99.81,9.28,52.2,54.11,63.39,96.57,6.24,2,0,1
3.89,59.64,7.6,63.44,96.34,47.17,36.07,6.09,2,1,1
3.03,77.17,6.22,87.2,46.72,34.64,91.69,7.86,0,1,1
2.59,97.91,9.29,82.17,58.48,77.43,82.38,7.91,3,1,1
1.51,38.74,1.72,86.59,86.95,31.66,77.64,4.62,1,0,0
1.91,94.99,7.32,99.11,61.0,86.66,48.48,6.52,3,1,1
2.03,71.91,2.67,55.92,46.42,95.04,26.66,7.86,0,0,1
3.34,80.79,1.71,82.3,55.8,79.73,63.07,5.55,3,0,1
3.65,44.7,5.16,72.19,65.05,71.72,46.43,6.44,2,1,1
3.72,69.67,4.37,76.66,73.45,75.99,46.74,7.68,0,1,1
3.96,78.78,9.91,81.79,58.39,75.66,94.54,6.42,3,1,1
3.95,64.66,3.74,82.48,60.19,95.22,36.47,4.19,2,1,1
3.87,45.07,8.65,92.0,48.48,97.5,95.07,5.34,3,1,1
1.4,50.87,7.99,54.45,67.47,59.87,62.79,8.66,0,1,1
1.59,90.54,7.18,75.74,45.36,73.2,87.87,5.49,3,1,1
2.05,37.24,9.7,49.62,90.73,86.2,46.27,8.91,3,1,1
2.75,81.08,4.58,71.62,82.32,30.07,72.54,6.8,1,0,1
1.47,99.96,4.4,82.58,58.72,66.89,66.74,6.84,1,1,1
3.57,35.49,2.11,85.37,82.31,75.7,94.31,8.62,1,1,1
2.93,45.47,3.26,59.41,30.49,80.2,38.45,6.3,1,0,0
2.72,78.82,9.3,65.61,54.11,55.82,40.34,5.43,3,0,0
1.66,38.9,5.24,53.37,60.82,50.7,96.17,4.63,3,1,1
1.91,73.34,3.91,41.83,62.89,42.75,32.35,8.03,0,1,0
1.65,79.46,2.66,48.24,82.41,69.05,72.6,6.82,0,0,1
3.59,73.23,5.35,93.85,97.4,94.35,29.54,8.86,0,0,1
2.84,58.74,7.67,51.63,56.6,92.72,30.77,6.75,2,1,1
3.26,80.32,3.37,98.23,54.54,55.2,69.79,6.49,1,1,1
2.03,73.63,8.08,46.9,72.74,48.05,66.35,5.79,3,1,1
2.24,48.5,6.8,80.61,49.69,85.22,67.98,5.2,3,1,1
2.33,71.6,8.38,70.17,39.89,80.75,60.52,8.98,0,1,1
3.33,92.32,3.01,78.78,97.31,65.37,80.68,4.57,2,0,1
3.36,78.34,6.81,75.08,86.67,57.23,99.41,9.41,3,1,1
1.78,65.67,2.04,79.47,97.09,38.67,45.68,4.16,3,0,0
3.84,55.9,4.14,93.39,45.25,84.96,49.26,7.13,2,0,1
1.54,40.58,7.74,69.44,31.25,73.22,49.23,4.35,1,1,0
3.71,50.9,6.82,34.75,60.61,56.38,82.25,8.68,3,0,1
1.48,35.73,2.38,48.96,95.35,94.32,51.1,5.27,1,0,0
1.94,99.13,9.08,79.58,39.68,76.18,75.76,7.4,3,1,1
3.57,49.46,1.03,64.59,38.2,95.05,58.44,9.5,1,1,1
1.7,87.97,6.45,68.4,34.83,63.21,70.59,7.9,3,0,1
2.36,45.96,10.34,71.76,83.55,61.82,87.18,5.07,3,0,1
2.46,53.43,5.82,56.78,85.01,95.61,63.55,8.78,2,0,1
1.89,62.19,8.51,84.17,78.68,97.19,60.64,6.65,0,1,1
3.19,56.09,6.45,80.65,33.73,97.25,45.02,4.08,0,1,1
3.58,86.89,8.33,80.0,80.63,87.32,63.69,6.92,3,1,1
3.65,97.25,7.06,80.07,61.4,62.37,44.68,8.87,3,1,1
2.15,91.89,7.41,92.33,41.05,44.72,88.27,6.58,2,0,1
2.69,44.98,2.78,71.68,50.66,56.84,54.16,8.55,3,1,0
1.9,85.48,7.92,97.7,65.08,95.68,34.68,8.23,3,1,1
1.89,44.62,2.88,38.34,53.08,55.45,43.0,6.74,1,1,0
1.65,94.37,10.31,74.24,97.88,82.97,65.09,5.94,3,1,1
3.83,68.66,2.78,80.18,63.23,94.61,93.72,8.36,3,0,1
3.69,56.86,2.87,63.41,56.05,97.93,47.54,6.21,1,1,1
3.38,45.21,9.09,50.17,77.12,96.34,44.83,5.02,0,1,1
2.65,35.77,2.93,68.5,75.54,68.85,55.49,5.93,2,1,1
2.57,51.12,4.11,55.53,30.17,64.43,97.58,9.26,1,1,1
2.68,94.41,7.65,93.64,73.29,99.13,88.39,5.7,1,1,1
2.7,86.82,2.09,54.98,47.06,45.27,36.23,5.41,2,1,1
2.42,98.04,2.09,42.3,56.27,43.13,71.03,4.8,3,0,1
1.57,41.55,5.36,70.35,79.44,97.42,84.39,4.33,0,1,0
1.55,73.49,2.94,57.72,69.02,78.24,82.6,9.86,3,0,1
3.87,51.71,2.86,36.71,55.81,67.54,61.66,7.22,1,1,1
2.55,70.29,0.59,69.54,41.72,39.24,79.89,8.38,2,0,1
3.87,55.83,4.2,67.65,65.38,65.93,68.77,8.64,3,0,1
1.66,53.43,3.68,42.12,52.36,96.1,40.11,6.11,0,1,0
2.75,72.3,0.81,71.83,93.9,72.2,29.2,8.79,0,1,1
1.78,46.92,6.71,69.72,67.4,58.32,52.71,9.77,3,1,1
1.91,65.49,6.77,84.15,90.62,68.58,29.65,8.45,1,0,1
1.28,77.3,1.21,55.31,57.31,92.03,54.63,8.27,3,0,1
1.53,43.33,3.67,47.41,87.92,93.9,87.17,6.59,1,0,0
3.77,95.49,9.23,96.59,33.96,58.01,88.32,9.05,2,1,1
2.1,67.87,6.32,69.29,50.87,72.56,27.56,4.53,2,0,1
2.9,88.27,4.62,31.9,35.47,49.54,30.22,8.5,3,0,1
2.5,77.5,5.15,87.45,32.22,61.58,75.24,6.17,2,1,1
2.32,81.15,2.58,43.77,94.32,45.39,62.5,7.4,2,1,0
2.69,81.55,8.62,85.02,80.18,67.2,36.2,9.36,1,1,1
1.72,91.88,9.64,79.36,73.76,70.48,85.41,7.63,1,1,1
3.97,74.88,9.61,97.82,67.27,53.65,41.24,4.15,1,0,1
3.49,53.08,2.74,97.59,69.87,49.05,30.86,8.34,1,1,1
3.28,41.47,3.61,49.21,74.71,40.57,81.21,9.57,3,1,1
2.51,74.41,2.11,83.65,87.86,39.77,70.61,7.85,0,1,1
1.63,39.31,3.57,52.18,71.78,79.8,54.58,9.17,2,0,1
3.78,50.68,3.83,74.04,82.4,45.51,76.95,8.95,2,1,1
2.16,38.95,6.83,71.84,49.67,38.26,93.35,9.17,3,0,0
1.34,70.68,2.4,33.82,98.37,99.92,27.56,6.06,2,0,1
2.16,45.42,9.69,30.36,32.23,48.19,72.08,6.84,1,0,0
3.42,74.68,1.53,34.04,57.06,92.72,41.36,9.09,0,1,1
2.94,86.41,0.57,38.96,91.74,72.64,60.56,9.46,1,0,1
3.3,88.42,9.05,48.04,42.64,80.05,56.8,4.88,1,0,1
3.42,55.12,7.54,93.49,39.89,69.26,54.25,5.09,0,0,0
1.79,70.68,4.05,66.3,55.58,42.66,39.28,6.08,2,1,1
3.79,71.6,6.45,85.78,59.97,89.29,85.2,8.62,1,0,1
2.43,65.74,2.74,88.68,95.34,87.96,53.46,9.25,3,1,1
2.99,77.58,2.18,81.45,88.53,54.48,91.54,7.48,0,0,1
1.21,48.66,5.21,57.4,62.49,83.47,51.6,4.68,3,0,1
3.98,98.65,4.03,90.47,98.11,68.01,87.98,5.82,1,0,1
1.99,41.38,6.65,81.94,74.96,93.63,65.83,9.14,1,0,0
1.37,88.9,2.68,82.02,91.16,86.2,53.92,6.09,1,1,0
2.48,73.62,7.13,93.11,47.22,32.87,77.8,4.62,3,0,1
1.56,50.92,8.17,71.91,64.23,91.55,84.0,5.81,2,1,1
1.63,83.47,2.17,67.0,32.08,97.8,61.2,8.84,0,1,0
2.97,40.49,0.94,92.31,30.62,81.95,56.91,6.96,3,0,1
2.3,85.34,4.9,61.81,79.38,38.39,68.31,5.03,0,0,1
3.78,73.35,8.24,86.81,38.28,86.52,68.89,5.88,1,1,1
2.09,42.2,7.01,33.77,68.35,75.32,56.91,9.72,2,1,0
3.23,40.17,7.52,30.09,78.72,53.72,81.82,6.59,2,1,1
2.49,83.8,4.53,66.98,32.26,91.88,54.98,6.65,1,0,0
3.05,54.04,2.85,35.15,61.41,69.59,58.97,4.92,3,1,1
2.88,92.8,5.82,98.36,77.89,89.7,70.4,5.83,3,1,1
2.52,84.53,2.54,30.39,92.28,76.91,99.01,8.89,3,0,1
3.86,80.38,7.76,80.27,50.95,50.2,44.55,8.72,1,1,1
2.16,53.11,2.47,47.04,98.2,98.25,42.4,6.61,3,0,1
1.7,81.08,3.41,97.73,89.12,69.97,38.27,9.36,0,0,1
3.1,96.63,5.57,56.71,75.54,66.17,76.71,6.28,3,0,1
3.57,40.95,5.37,31.91,57.43,58.25,58.68,9.19,2,1,1
1.31,56.2,6.51,31.89,79.78,39.54,54.15,4.19,2,1,1
2.46,50.25,4.87,68.74,87.13,78.03,40.31,6.08,0,0,0
3.7,60.56,9.69,99.07,51.23,60.16,91.84,9.13,3,1,1
3.3,83.25,8.9,98.58,99.5,95.42,58.24,9.41,1,1,1
3.98,65.83,9.29,53.61,93.6,97.56,70.58,8.54,2,0,1
2.69,72.1,6.8,63.79,63.99,83.73,33.44,8.02,0,0,1
3.05,55.42,6.85,37.03,80.6,46.97,33.1,8.89,3,0,1
2.05,44.18,6.59,66.55,66.68,80.12,30.05,8.25,1,1,0
3.85,52.35,4.85,71.98,83.27,31.43,52.55,5.53,3,1,1
2.23,90.88,3.72,47.57,87.89,87.85,60.47,6.8,3,0,1
3.27,74.16,6.42,72.85,31.63,64.55,43.34,7.96,2,0,1
2.33,59.57,0.76,92.98,35.54,95.57,51.23,7.53,0,1,0
2.77,86.34,0.57,30.07,53.55,56.44,25.47,9.31,1,1,1
3.22,39.19,9.02,46.03,94.23,48.42,51.33,6.84,2,0,1
2.63,51.5,0.96,44.69,57.88,99.65,33.94,5.07,2,1,0
3.74,49.96,5.75,38.67,92.13,67.15,34.63,5.29,2,1,1
2.37,99.05,6.65,41.63,62.37,90.42,25.34,9.08,0,1,1
3.01,80.9,2.48,73.81,50.22,93.77,77.23,4.05,2,0,1
2.16,75.16,9.46,37.19,93.05,66.29,94.85,9.21,0,0,1
2.34,35.32,2.4,81.7,69.25,61.9,71.62,4.33,1,0,0
2.43,46.98,9.35,92.09,55.23,68.7,32.22,6.35,0,1,1
1.55,76.31,8.13,94.86,33.11,89.34,99.22,8.8,2,1,1
1.46,59.68,2.91,76.21,37.77,97.53,98.17,6.45,2,1,1
3.07,95.08,2.01,43.82,39.75,52.98,60.12,8.93,3,0,1
3.04,84.71,3.66,35.97,55.54,81.7,33.09,4.6,1,0,1
3.06,64.08,4.48,46.24,72.51,49.98,79.06,7.07,0,0,0
1.26,83.72,2.96,97.34,51.53,72.77,97.11,7.49,0,1,1
2.11,98.4,10.49,97.36,34.59,86.34,83.4,9.35,3,1,1
1.75,64.96,2.8,56.73,48.54,92.05,71.82,4.56,3,1,1
3.38,76.76,8.81,52.81,58.61,61.41,70.81,6.03,0,0,1
3.61,94.71,2.09,65.7,99.46,55.88,98.34,7.96,2,1,1
1.89,51.16,10.3,50.42,57.51,47.74,30.48,9.88,1,1,1
3.07,92.63,2.76,98.58,36.24,39.34,36.22,9.09,1,1,1
1.56,41.34,4.72,45.49,70.68,55.54,87.31,9.08,2,0,1
1.97,77.15,6.09,55.84,94.37,91.04,35.88,7.1,3,1,1
1.59,85.88,1.7,60.06,85.07,59.32,53.75,7.39,0,1,0
1.99,74.95,8.67,38.75,88.54,52.21,46.11,9.15,3,1,1
3.09,67.21,3.25,56.8,94.98,81.74,43.26,9.22,0,1,1
3.75,75.13,5.99,89.97,74.56,45.09,26.93,8.81,2,0,1
1.77,44.86,6.0,39.83,99.64,47.94,67.47,8.91,0,0,0
2.72,49.01,6.53,70.88,32.33,95.51,55.09,9.28,0,0,1
3.16,52.54,1.05,58.46,88.44,35.71,66.37,4.68,0,0,1
3.87,73.86,2.19,41.94,89.99,59.02,47.84,5.76,3,1,1
2.91,63.72,2.11,30.86,94.17,70.37,95.61,9.86,2,1,1
1.91,50.89,3.52,49.13,63.47,46.12,69.35,7.27,2,0,1
2.95,92.38,1.95,34.33,85.14,49.67,97.09,5.06,0,1,1
2.1,59.3,9.72,56.37,43.66,45.53,51.25,7.02,3,0,0
3.93,63.99,5.63,86.71,72.22,54.16,25.17,7.87,3,0,1
2.32,61.63,6.74,80.38,55.11,92.9,83.59,8.97,1,1,1
3.12,46.83,4.07,96.32,71.73,60.21,87.05,8.87,3,0,1
1.27,82.56,3.26,59.89,77.29,59.25,29.4,4.3,0,1,0
2.32,64.15,5.53,79.55,54.29,57.06,71.9,6.72,1,0,0
3.65,36.06,3.44,76.57,45.14,97.49,74.58,4.12,0,0,1
2.91,97.66,3.94,45.19,52.52,38.21,35.93,9.33,0,1,1
2.44,88.02,5.03,51.25,76.48,91.03,66.44,5.04,3,0,1
3.82,82.03,5.56,67.09,77.38,52.9,43.24,7.75,1,1,1
3.59,91.49,10.34,85.77,81.89,96.96,26.23,7.42,2,1,1
2.1,93.94,2.73,62.33,38.86,52.07,90.02,7.75,3,0,1
2.72,56.94,5.38,45.94,87.3,35.8,61.88,7.38,3,1,1
2.57,74.71,2.0,99.54,78.17,66.4,83.63,8.29,1,1,1
2.97,74.57,4.0,38.09,32.14,45.95,79.22,7.76,1,0,1
2.14,52.37,7.67,96.91,53.49,82.71,99.53,4.54,0,1,1
1.88,49.43,2.24,86.63,62.67,76.01,57.85,6.2,3,1,0
3.76,42.4,6.31,88.72,55.24,78.05,57.07,7.28,3,1,1
3.79,77.86,4.67,85.64,38.22,43.54,46.13,5.95,2,0,1
3.56,85.76,1.02,44.57,44.51,79.6,71.89,8.56,1,0,1
3.94,84.46,9.83,74.28,31.72,51.79,61.46,5.91,3,1,1
3.29,55.56,4.64,82.97,36.52,99.91,79.66,8.97,1,0,0
3.34,48.34,8.34,82.2,48.64,81.22,51.74,4.88,1,1,1
3.34,64.48,4.66,49.01,87.4,71.33,34.81,8.62,3,0,1
2.55,70.54,9.87,42.68,66.86,90.7,89.68,5.1,1,0,1
2.48,94.74,3.4,52.97,59.71,71.25,87.1,7.17,3,1,1
1.87,91.86,4.62,63.59,76.35,68.69,51.33,5.92,0,0,1
3.01,94.54,8.09,70.16,67.91,46.61,76.78,7.82,1,0,1
2.01,90.27,3.94,88.59,39.21,77.47,61.93,5.28,1,1,1
1.92,97.7,4.14,83.83,45.58,56.23,82.07,8.77,1,0,0
2.84,65.26,10.45,77.33,45.58,33.02,54.26,7.44,3,0,1
2.35,38.09,6.06,48.44,72.0,87.12,65.17,9.74,1,1,1
1.81,40.43,7.39,63.52,62.31,33.63,29.34,8.27,3,1,0
3.48,60.37,6.93,53.48,57.13,77.06,38.12,7.64,0,1,1
3.61,51.75,8.78,46.44,68.96,40.97,83.63,8.97,1,0,1
